Date,Time,Open,High,Low,Close,Volume
20230106,16:00:00,1858.527,1858.730,1856.446,1858.426,3462
20230106,16:15:00,1858.426,1858.770,1857.846,1857.943,956
20230106,16:30:00,1857.943,1860.140,1857.725,1857.725,3689
20230106,16:45:00,1857.725,1859.352,1857.405,1857.415,1124
20230106,17:00:00,1857.415,1857.515,1855.734,1857.515,3293
20230106,17:15:00,1857.515,1858.089,1857.414,1858.089,1980
20230106,17:30:00,1858.089,1858.698,1857.964,1858.112,3351
20230106,17:45:00,1858.112,1858.673,1857.957,1858.673,2847
20230106,18:00:00,1858.673,1858.798,1857.784,1858.583,1388
20230106,18:15:00,1858.583,1858.601,1858.518,1858.540,2245
20230106,18:30:00,1858.540,1859.784,1858.280,1858.577,2277
20230106,18:45:00,1858.577,1859.913,1857.972,1858.359,2878
20230106,19:00:00,1858.359,1859.750,1855.940,1858.521,978
20230106,19:15:00,1858.521,1860.745,1855.977,1858.677,1838
20230106,19:30:00,1858.677,1859.804,1857.864,1858.667,3491
20230106,19:45:00,1858.667,1860.095,1857.180,1858.851,3811
20230106,20:00:00,1858.851,1859.492,1858.197,1858.864,3432
20230106,20:15:00,1858.864,1859.810,1857.005,1859.301,2703
20230106,20:30:00,1859.301,1859.465,1859.034,1859.465,3732
20230106,20:45:00,1859.465,1859.683,1858.156,1859.683,2001
20230106,21:00:00,1859.683,1861.709,1858.896,1860.001,2070
20230106,21:15:00,1860.001,1863.592,1859.653,1859.657,3024
20230106,21:30:00,1859.657,1859.712,1859.063,1859.496,4331
20230106,21:45:00,1859.496,1859.959,1857.136,1859.103,2159
20230106,22:00:00,1859.103,1861.231,1857.984,1858.947,2601
20230106,22:15:00,1858.947,1859.882,1858.217,1859.181,1565
20230106,22:30:00,1859.181,1859.214,1857.889,1858.477,4081
20230106,22:45:00,1858.477,1859.572,1857.851,1858.144,2563
20230106,23:00:00,1858.144,1859.483,1857.131,1857.252,1127
20230106,23:15:00,1857.252,1857.725,1856.366,1857.103,2626
20230106,23:30:00,1857.103,1857.863,1856.691,1856.691,973
20230106,23:45:00,1856.691,1857.074,1854.075,1856.172,3318
20230107,00:00:00,1856.172,1856.183,1853.278,1856.183,1107
20230107,00:15:00,1856.183,1856.765,1855.105,1856.000,2901
20230107,00:30:00,1856.000,1857.718,1855.363,1856.286,3288
